Book_Code,Book_Title,Author,Year_Published,Pages,ID_Peminjaman,Tanggal_Peminjaman,Tanggal_Pengembalian,ID_Anggota Peminjam,Nama_Anggota,Alamat,No.Telepon
792,Reflections on the Revolution in France,Edmund Burke,1790,290,PB-2023-583,2024-09-05,2023-09-14,124457,Malory,Beacon Pl,(021) -9987292
25,"""Diary of a Madman,"" ""The Nose,"" ""The Overcoat""",Nikolai Gogol,1834,108,PB-2023-584,2024-09-05,2023-09-14,124458,Lorraine,Elizabeth Street,(021) -9987293
127,"""The Trajedy of Julius Caesar""",William Shakespeare,1599,102,PB-2023-585,2024-09-05,2023-09-14,124459,Cybill,37 Av,(021) -9987294
142,America: What Went Wrong?,"Donald L. Barlett, James B. Steele",1992,219,PB-2023-586,2024-09-05,2023-09-14,124460,Lamb,1 Av,(021) -9987295
546,The Nile,Emil Ludwig,1936,603,PB-2023-587,2024-09-05,2023-09-14,124461,Letisha,1 Av,(021) -9987296
774,Before France & Germany,Patrick J. Geary,1988,231,PB-2023-588,2024-09-05,2023-09-14,124462,Leilah,Boston Rd,(021) -9987297
326,The Nun,Denis Diderot,1760,188,PB-2023-589,2024-09-05,2023-09-14,124463,Constanta,E 71 St,(021) -9987298
1042,Mortal Lessons - Notes on the Art of Surgery,Richard Selzer,1974,217,PB-2023-590,2024-09-05,2023-09-14,124464,Caril,Harold St,(021) -9987299
248,The Media Monopoly,Ben H. Bagdikian,1983,251,PB-2023-591,2024-09-05,2023-09-14,124465,Bliss,Honeywell Avenue,(021) -9987300
752,Egyptian Art,Cyril Aldred,1980,240,PB-2023-592,2024-09-05,2023-09-14,124466,Aggie,Cypress Av,(021) -9987301
1170,The Blithedale Romance,Nathaniel Hawthorne,1852,247,PB-2023-593,2024-09-05,2023-09-14,124467,Clarisse,27 St,(021) -9987302
634,The Murder of Napoleon,"Ben Weider, David Hapgood",1982,257,PB-2023-594,2024-09-05,2023-09-14,124468,Madlen,Myrtle Av,(021) -9987303
233,A Jew Today,Elie Wiesel,1978,247,PB-2023-595,2024-09-05,2023-09-14,124469,Basia,Gansevoort Boulevard,(021) -9987304
753,Rome and the Mediterranean,Livy,1886,654,PB-2023-596,2024-09-05,2023-09-14,124470,Katine,50 Av,(021) -9987305
963,The Man Who Mistook His Wife for a Hat,Oliver Sacks,1985,233,PB-2023-597,2024-09-01,2023-09-14,124471,Ailyn,Horace Harding Expressway,(021) -9987306
183,The Portable Dorothy Parker,Dorothy Parker,1962,535,PB-2023-598,2024-09-02,2023-09-14,124472,Cathlene,Summerfield Street,(021) -9987307
446,The Doctrine of Virtue,Immanuel Kant,1797,167,PB-2023-599,2024-09-03,2023-09-14,124473,Marielle,Quimby Av,(021) -9987308
291,American Popular Song,Alec Wilder,1972,519,PB-2023-600,2024-09-04,2023-09-14,124474,Esther,Boston Rd,(021) -9987309
254,Brain Surgeon,Lawrence Shainberg,1979,316,PB-2023-601,2024-09-05,2023-09-14,124475,Kimberly,2 Av,(021) -9987310
59,Letters,Lord Chesterfield,1772,464,PB-2023-602,2024-09-06,2023-09-14,124476,Abagael,Clinton Av,(021) -9987311
567,"Sex, Art, and American Culture",Camille Paglia,1992,287,PB-2023-603,2024-09-07,2023-09-14,124477,Marline,Rabbi Sidney Kleiman Way,(021) -9987312
1007,Silas Marner,George Eliot,1861,190,PB-2023-604,2024-09-08,2023-09-14,124478,Leonelle,181 St,(021) -9987313
1136,Body,Harry Crews,1990,240,PB-2023-605,2024-09-09,2023-09-14,124479,Miriam,E 17 St,(021) -9987314
257,Demian,Hermann Hesse,1919,179,PB-2023-606,2024-09-10,2023-09-14,124480,Aura,Harry Van Arsdale Jr Av,(021) -9987315
211,Six Psychological Studies,Jean Piaget,1964,157,PB-2023-607,2024-09-11,2023-09-14,124481,Jacintha,Crotona Av,(021) -9987316
1281,"Absalom, Absalom!",William Faulkner,1936,306,PB-2023-608,2024-09-12,2023-09-14,124482,Eleni,E 69 St,(021) -9987317
982,Huxley in Hollywood,David King Dunaway,1989,402,PB-2023-609,2024-09-13,2023-09-14,124483,Melodie,Marion Av,(021) -9987318
975,Brideshead Revisited,Evelyn Waugh,1945,331,PB-2023-610,2024-09-14,2023-09-14,124484,Margo,Madison Av,(021) -9987319
566,anthology: The European Security Framework in Transition 1984-92,Unknown,1992,172,PB-2023-611,2024-09-15,2023-09-14,124485,Denice,E 175 St,(021) -9987320
770,The Random House Dictionary of the English Language,Jess Stein,1983,1664,PB-2023-612,2024-09-16,2023-09-14,124486,Caprice,Essex St,(021) -9987321
996,On Dreams,Sigmund Freud,1901,114,PB-2023-613,2024-09-17,2023-09-14,124487,Malka,Caney Ln,(021) -9987322
839,Green Hills of Africa,Ernest Hemingway,1935,295,PB-2023-614,2024-09-18,2023-09-14,124488,Meredith,Olmstead Av,(021) -9987323
1267,On the Black Hill,Bruce Chatwin,1982,249,PB-2023-615,2024-09-19,2023-09-14,124489,Cathy,Harry Van Arsdale Jr Av,(021) -9987324
904,Greek Homosexuality,K.J. Dover,1978,206,PB-2023-616,2024-09-20,2023-09-14,124490,Holley,Murdock Av,(021) -9987325
629,England in the Twentieth Century,David Thomson,1965,362,PB-2023-617,2024-09-21,2023-09-14,124491,Merissa,E 19 St,(021) -9987326
158,To the Lighthouse,Virginia Woolf,1927,310,PB-2023-618,2024-09-22,2023-09-14,124492,Alyson,Castle Hill Avenue,(021) -9987327
468,The Culture We Deserve,Jacques Barzun,1989,183,PB-2023-619,2024-09-23,2023-09-14,124493,Myrle,Linden Blvd,(021) -9987328
931,White People,Allan Gurganus,1990,305,PB-2023-620,2024-09-24,2023-09-14,124494,Agnella,Barnes Av,(021) -9987329
697,The Left-Hander Syndrome,Stanley Coren,1992,281,PB-2023-621,2024-09-25,2023-09-14,124495,Jacenta,242 St,(021) -9987330
649,The Forged Coupon,Leo Tolstoy,1904,99,PB-2023-622,2024-09-26,2023-09-14,124496,Martica,Jewel Av,(021) -9987331
625,Dreaming in Cuban,Cristina Garcia,1992,245,PB-2023-623,2024-09-27,2023-09-14,124497,Jaquelin,Boston Rd,(021) -9987332
994,Cousin Pons,Honoré de Balzac,1847,334,PB-2023-624,2024-09-28,2023-09-14,124498,Dew,Metropolitan Avenue,(021) -9987333
435,Who Runs Congress?,Mark Green,1972,318,PB-2023-625,2024-09-29,2023-09-14,124499,Carilyn,77 St,(021) -9987334
648,The Golden Door,Thomas Kessner,1977,177,PB-2023-626,2024-09-30,2023-09-14,124500,Doria,E 187 St,(021) -9987335
915,White Noise,Don DeLillo,1984,326,PB-2023-627,2024-09-05,2023-09-14,124501,,3 Av,
744,Utilitarianism,John Stuart Mill,1861,79,PB-2023-628,2024-09-05,2023-09-14,124502,Danit,E 67 St,(021) -9987337
86,Kim,Rudyand Kipling,1901,270,PB-2023-629,2024-09-05,2023-09-14,124503,Jobi,Forest Hill Road,(021) -9987338
1086,Einstein's Dreams,Alan Lightman,1993,179,PB-2023-630,2024-09-05,2023-09-14,124504,Carma,Marmion Av,(021) -9987339
1038,Joan of Arc,Jules Michelet,1841,143,PB-2023-631,2024-09-05,2023-09-14,124505,Merline,Myrtle Av,(021) -9987340
301,Early Socratic Dialogues,Plato,1886,375,PB-2023-632,2024-09-05,2023-09-14,124506,Alisha,177 Pl,(021) -9987341
503,Escape from Freedom,Erich Fromm,1941,303,PB-2023-633,2024-09-05,2023-09-14,124507,Myna,69 Av,(021) -9987342
668,The Offensive Traveller,V.S. Pritchett,1964,241,PB-2023-634,2024-09-05,2023-09-14,124508,Blinni,Edson Av,(021) -9987343
755,An Outline of American Literature,Peter B. High,1986,241,PB-2023-635,2024-09-05,2023-09-14,124509,Charlot,Ridge Rd,(021) -9987344
100,AIDS and Its Metaphors,Susan Sontag,1988,95,PB-2023-636,2024-09-05,2023-09-14,124510,Justina,Norway Av,(021) -9987345
1022,Bonjour Tristesse,Françoise Sagan,1954,108,PB-2023-637,2024-09-05,2023-09-14,124511,Dorelia,Commerce Av,(021) -9987346
151,"Winesburg, Ohio",Sherwood Anderson,1919,247,PB-2023-638,2024-09-05,2023-09-14,124512,Cynthea,180 St,(021) -9987347
825,Mystery and Manners,Flannery O'Connor,1969,228,PB-2023-639,2024-09-05,2023-09-14,124513,Eddi,Hudson St,(021) -9987348
473,The Turn of the Screw,Henry James,1898,160,PB-2023-640,2024-09-05,2023-09-14,124514,Ardyth,Honeywell Avenue,(021) -9987349
682,The Cabala,Thornton Wilder,1926,230,PB-2023-641,2024-09-05,2023-09-14,124515,Korney,79 Av,(021) -9987350
759,Atlas of Medieval Europe,Donald Matthew,1983,225,PB-2023-642,2024-09-05,2023-09-14,124516,Lyda,Crotona Pkwy,(021) -9987351
225,A Thousand Acres,Jane Smiley,1991,371,PB-2023-643,2024-09-05,2023-09-14,124517,Adena,Rockaway Boulevard,(021) -9987352
1012,Basic Astronomy,Patrick Moore,1967,134,PB-2023-644,2024-09-05,2023-09-14,124518,Maddie,Roosevelt Avenue,(021) -9987353
1218,Mont Saint Michael and Chartres,Henry Adams,1904,359,PB-2023-645,2024-09-05,2023-09-14,124519,Caroljean,39 Av,(021) -9987354
763,Germinal,Emile Zola,1885,538,PB-2023-646,2024-09-05,2023-09-14,124520,Gratiana,W 79 St,(021) -9987355
964,The Prose Poems and La Fanfarlo,Charles Baudelaire,1865,116,PB-2023-647,2024-09-05,2023-09-14,124521,Hope,Crotona Pkwy,(021) -9987356
899,The Old Curiosity Shop,Charles Dickens,1841,720,PB-2023-648,2024-09-05,2023-09-14,124522,Jolyn,180 St,(021) -9987357
995,Delusions of Grandma,Carrie Fisher,1994,260,PB-2023-649,2024-09-05,2023-09-14,124523,Frances,E 72 St,(021) -9987358
357,A Sentimental Journey,Laurence Sterne,1768,120,PB-2023-650,2024-09-05,2023-09-14,124524,Kaitlin,Fairmount Place,(021) -9987359
1317,The Trial,Franz Kafka,1920,256,PB-2023-651,2024-09-05,2023-09-14,124525,Eugenia,East Tremont Avenue,(021) -9987360
761,Confessions of an English Opium Eater,Thomas DeQuincy,1822,116,PB-2023-652,2024-09-05,2023-09-14,124526,Cacilia,Boston Rd,(021) -9987361
651,Writing Down the Bones,Natalie Goldberg,1986,170,PB-2023-653,2024-09-05,2023-09-14,124527,Britaney,Rabbi Sholem B. Kowalski Way,(021) -9987362
1219,A Journal of the Plague Year,Daniel Defoe,1725,256,PB-2023-654,2024-09-05,2023-09-14,124528,Dorthea,Hett Av,(021) -9987363
1097,After Leaving Mr. Mackenzie,Jean Rhys,1931,191,PB-2023-655,2024-09-05,2023-09-14,124529,Marne,Bagley Av,(021) -9987364
665,The Sweet Cheat Gone,Marcel Proust,1922,196,PB-2023-656,2024-09-05,2023-09-14,124530,Barbette,178 St,(021) -9987365
421,The Beginnings of English Society,Dorothy Whitelock,1952,243,PB-2023-657,2024-09-05,2023-09-14,124531,Cathyleen,Myrtle Av,(021) -9987366
153,"""Hurlyburly""",David Rabe,1985,160,PB-2023-658,2024-11-01,2023-09-14,124532,Kissie,Linden St,(021) -9987367
551,Diplomacy,Henry Kissinger,1994,835,PB-2023-659,2024-11-02,2023-09-14,124533,Jolee,Fairview Av,(021) -9987368
1237,The Songlines,Bruce Chatwin,1987,294,PB-2023-660,2024-11-03,2023-09-14,124534,Charo,Clinton Av,(021) -9987369
48,The Seat of the Soul,Gary Zukav,1989,248,PB-2023-661,2024-11-04,2023-09-14,124535,Averil,East Tremont Avenue,(021) -9987370
1023,The Denial of Death,Ernest Becker,1973,285,PB-2023-662,2024-11-05,2023-09-14,124536,Idaline,Nugent Av,(021) -9987371
1177,The Life and Opinions of Tristam Shandy,Laurence Sterne,1767,539,PB-2023-663,2024-11-06,2023-09-14,124537,Melony,E 183 St,(021) -9987372
524,Babbitt,Sinclair Lewis,1922,334,PB-2023-664,2024-11-07,2023-09-14,124538,Kira,Norway Av,(021) -9987373
143,China - A New History,John King Fairbank,1992,432,PB-2023-665,2024-11-08,2023-09-14,124539,Julina,Southern Boulevard,(021) -9987374
336,Beloved,Toni Morrison,1987,275,PB-2023-666,2024-11-09,2023-09-14,124540,Jackquelin,Monsignor Paul M Andrews Way,(021) -9987375
591,Amerika,Franz Kafka,1927,312,PB-2023-667,2024-11-10,2023-09-14,124541,Bette,Waring Av,(021) -9987376
849,Choose Life,Arnold Toynbee & Daisaku Ikeda,1976,359,PB-2023-668,2024-11-11,2023-09-14,124542,Guillemette,Boston Rd,(021) -9987377
887,How We Die,Sherwin B. Nuland,1994,269,PB-2023-669,2024-11-12,2023-09-14,124543,Geneva,53 Av,(021) -9987378
480,Kant's Moral Philosophy,H.B. Acton,1970,65,PB-2023-670,2024-11-13,2023-09-14,124544,Bettina,W 13 St,(021) -9987379
423,The Call of the Wild,Jack London,1903,89,PB-2023-671,2024-11-14,2023-09-14,124545,Esme,Crotona Park North,(021) -9987380
1125,Conversations with Kafka,Gustav Janouch,1923,201,PB-2023-672,2024-11-15,2023-09-14,124546,Bobina,253 St,(021) -9987381
318,The Way of All Flesh,Samuel Butler,1903,444,PB-2023-673,2024-11-16,2023-09-14,124547,Mellissa,Chatterton Avenue,(021) - 5789325
614,The Journals of Lewis and Clark,Meriwether Lewis and William Clark,1804,515,PB-2023-674,2024-11-17,2023-09-14,124548,Cyndi,Crotona Av,(021) - 5789326
506,The New Chinatown,Peter Kwong,1987,187,PB-2023-675,2024-11-18,2023-09-14,124549,Grazia,W 13 St,(021) - 5789327
422,The Devils,Fyodor Dostoyevsky,1871,704,PB-2023-676,2024-11-19,2023-09-14,124550,Devonne,Jewel Av,(021) - 5789328
303,The Magic Years,Selma H. Fraiberg,1959,151,PB-2023-677,2024-11-20,2023-09-14,124551,Havivah,64 St,(021) - 5789329
317,The Making of a Public Man,Sol M. Linowitz,1985,247,PB-2023-678,2024-11-21,2023-09-14,124552,Alayne,E 178 St,(021) - 5789330
650,The Red and the Black,Stendhal,1830,574,PB-2023-679,2024-11-22,2023-09-14,124553,Elke,Harold St,(021) - 5789331
653,England in the Eighteenth Century,J.H. Plumb,1950,214,PB-2023-680,2024-11-23,2023-09-14,124554,Alaine,2 Av,(021) - 5789332
431,The Psychology of Man's Possible Evolution,P.D. Ouspensky,1934,128,PB-2023-681,2024-11-24,2023-09-14,124555,Janka,Melba St,(021) - 5789333
230,The Heart is a Lonely Hunter,Carson McCullers,1940,307,PB-2023-682,2024-11-25,2023-09-14,124556,Melosa,East Tremont Avenue,(021) - 5789334
138,Black Water,Joyce Carol Oates,1992,154,PB-2023-683,2024-11-26,2023-09-14,124557,Bren,Canal St,(021) - 5789335
323,Slavery Defended,"editor, Eric L. McKitrick",1857,177,PB-2023-684,2024-11-27,2023-09-14,124558,Krysta,Hermany Av,(021) - 5789336
943,Raising a Son,"Don, Jeanne Elium",1992,172,PB-2023-685,2024-11-28,2023-09-14,124559,Jessica,53 Av,(021) - 5789337
249,Master and Commander,Patrick O'Brian,1970,412,PB-2023-686,2024-11-29,2023-09-14,124560,Darla,Eastchester Road,(021) - 5789338
1132,Continental Drift,Russell Banks,1985,366,PB-2023-687,2024-11-30,2023-09-14,124561,Emyle,Harry Van Arsdale Jr Av,(021) - 5789339
691,The Bhagavad Gita,Vyasa,1886,122,PB-2023-688,2024-09-05,2023-09-14,124562,Constance,215 St,(021) - 5789340
182,Utopia,Thomas More,1516,147,PB-2023-689,2024-09-05,2023-09-14,124563,Lucita,Stephen St,(021) - 5789341
784,Ragtime,E.L. Doctorow,1975,371,PB-2023-690,2024-09-05,2023-09-14,124564,Babs,Virginia Av,(021) - 5789342
865,Early Greek Thinking,Martin Heidegger,1950,58,PB-2023-691,2024-09-05,2023-09-14,124565,Jenica,Zerega Av,(021) - 5789343
491,The Drama of the Gifted Child,Alice Miller,1979,136,PB-2023-692,2024-09-05,2023-09-14,124566,Malkah,Wellbrook Avenue,(021) - 5789344
641,Emotional Intelligence,Daniel Goleman,1995,292,PB-2023-693,2024-09-05,2023-09-14,124567,Gaby,Castle Hill Avenue,(021) - 5789345
970,The Ethics,Benedict de Spinoza,1663,290,PB-2023-694,2024-09-05,2023-09-14,124568,Elfreda,Jewel Av,(021) - 5789346
692,Who's Who in the Ancient World,Betty Radice,1971,161,PB-2023-695,2024-09-05,2023-09-14,124569,Lauryn,Utopia Pkwy,(021) - 5789347
556,The Federalist Papers,Alexander Hamilton and James Madison,1788,487,PB-2023-696,2024-09-05,2023-09-14,124570,Caro,60 Ln,(021) - 5789348
871,Beyond the Melting Pot,Nathan Glazer and Daniel P. Moynihan,1963,408,PB-2023-697,2024-09-05,2023-09-14,124571,Dahlia,Vyse Av,(021) - 5789349
1188,Your Five-Year Old,Louise Ames,1979,109,PB-2023-698,2024-09-05,2023-09-14,124572,Leodora,262 St,(021) - 5789350
1186,Robinson Crusoe,Daniel Defoe,1719,314,PB-2023-699,2024-09-05,2023-09-14,124573,Codie,East Tremont Avenue,(021) - 5789351
732,Towards Understanding Islam,Abul A'La Mawdudi,1986,132,PB-2023-700,2024-09-05,2023-09-14,124574,Klarrisa,Mountainview Avenue,(021) - 5789352
471,The Red Badge of Courage,Stephen Crane,1895,169,PB-2023-701,2024-09-05,2023-09-14,124575,Ardelis,Paulding Av,(021) - 5789353
235,Latin Literature - an Anthology,Various,400,456,PB-2023-702,2024-09-05,2023-09-14,124576,Beulah,115 Av,(021) - 5789354
758,The Life of Samuel Johnson,James Boswell,1791,342,PB-2023-703,2024-09-05,2023-09-14,124577,Marina,Lafayette Street,(021) - 5789355
1298,Balkan Ghosts,Robert D. Kaplan,1993,300,PB-2023-704,2024-09-05,2023-09-14,124578,Leanor,208 St,(021) - 5789356
712,Primary Colors,anonymous,1996,366,PB-2023-705,2024-09-05,2023-09-14,124579,Demetra,Unionport Road,(021) - 5789357
44,"""Henry IV, Part One""",William Shakespeare,1597,115,PB-2023-706,2024-09-05,2023-09-14,124580,Matelda,E 70 St,(021) - 5789358
1303,Growing Up,Russell Baker,1982,348,PB-2023-707,2024-09-05,2023-09-14,124581,Nat,Haviland Av,(021) - 5789359
676,Flaubert in Egypt,Gustave Flaubert,1850,222,PB-2023-708,2024-09-05,2023-09-14,124582,Georgeanna,2 Av,(021) - 5789360
1227,You'll Never Make Love in this Town Again,"Robin, Liza, Linda, Tiffany",1996,251,PB-2023-709,2024-09-05,2023-09-14,124583,Mathilde,Cypress Hills Street,(021) - 5789361
247,"I, Claudius",Robert Graves,1934,468,PB-2023-710,2024-09-05,2023-04-01,124584,Hattie,Harry Van Arsdale Jr Av,(021) - 5789362
342,"""Our Crowd""",Stephen Birmingham,1967,446,PB-2023-711,2024-09-05,2023-04-02,124585,Hermine,Yvette Nicole Moreno Place,(021) - 5789363
244,Breast Cancer,Peter I. Pressman and Yahsar Hirshaut,1992,265,PB-2023-712,2024-09-05,2023-04-03,124586,Kevina,E 13 St,(021) - 5789364
954,The Future of Capitalism,Lester C. Thurow,1996,327,PB-2023-713,2024-09-05,2023-04-04,124587,Marilee,Grandview Avenue,(021) - 5789365
1149,A Murky Business,Honoré de Balzac,1841,223,PB-2023-714,2024-09-05,2023-04-05,124588,Gwynne,Monsignor John J Voight Green,(021) - 5789366
231,Pensées,Blaise Pascal,1661,204,PB-2023-715,2024-09-05,2023-04-06,124589,Filide,Tiebout Av,(021) - 5789367
905,Quantum Healing,Deepak Chopra,1989,273,PB-2023-716,2024-09-05,2023-04-07,124590,Geraldine,E 175 St,(021) - 5789368
1288,My Childhood,Maxim Gorky,1913,451,PB-2023-717,2024-09-05,2023-04-08,124591,Jacqueline,Boston Rd,(021) - 5789369
639,Riding the Iron Rooster,Paul Theroux,1988,188,PB-2023-718,2024-09-05,2023-04-09,124592,Candi,Menahan St,(021) - 5789370
21,Discourse on Method and The Meditations,René Descartes,1637,188,PB-2023-719,2024-09-05,2023-04-10,124593,Devinne,East Tremont Avenue,(021) - 5789371
334,You Just Don't Understand,Deborah Tannen,1990,298,PB-2023-720,2024-09-05,2023-04-11,124594,Chloe,E 176 St,(021) - 5789372
1127,Natural History,Pliny the Elder,1886,385,PB-2023-721,2024-09-05,2023-04-12,124595,Melisent,Monterey Av,(021) - 5789373
969,Shogun,James Clavell,1975,1152,PB-2023-722,2024-09-05,2023-04-13,124596,Alanah,124 St,(021) - 5789374
1243,Conversations with Socrates,Xenophon,1886,359,PB-2023-723,2024-09-05,2023-04-14,124597,Angelica,E 13 St,(021) - 5789375
415,Dispatches,Michael Herr,1978,278,PB-2023-724,2024-09-05,2023-04-15,124598,Lise,Cypress Av,(021) - 5789376
191,The Invisible Man,H.G. Wells,1897,139,PB-2023-725,2024-09-05,2023-04-16,124599,Barby,St Felix Av,(021) - 5789377
957,Absolute Power,David Baldacci,1996,505,PB-2023-726,2024-09-05,2023-04-17,124600,Minta,Mallory Av,(021) - 5789378
309,The Second Sex,Simone DeBeauvoir,1952,732,PB-2023-727,2024-09-05,2023-04-18,124601,Lynsey,Prospect Av,(021) - 5789379
1060,Jonathan Wild,"Henry Fielding, Daniel Defoe",1743,290,PB-2023-728,2024-09-05,2023-04-19,124602,Kirby,80 Rd,(021) - 5789380
897,The Liars' Club,Mary Karr,1995,320,PB-2023-729,2024-09-05,2023-04-20,124603,Dolores,14 St,(021) - 5789381
579,"Grooming, Gossip, and the Evolution of Language",Robin Dunbar,1996,230,PB-2023-730,2024-09-05,2023-04-21,124604,Corinna,Utopia Pkwy,(021) - 5789382
1164,The Club of Queer Trades,G.K. Chesterton,1905,126,PB-2023-731,2024-09-05,2023-04-22,124605,Madalyn,247 St,(021) - 5789383
1274,The Origins of the Middle Ages,Bryce Lyon,1972,87,PB-2023-732,2024-09-05,2023-04-23,124606,Chrissa,Warwick Av,(021) - 5789384
517,Night Flight,Antoine de Saint Exupery,1932,87,PB-2023-733,2024-09-05,2023-04-24,124607,Marian,1 Av,(021) - 5789385
292,Tales from Shakespeare,Charles and Mary Lamb,1807,313,PB-2023-734,2024-09-05,2023-04-25,124608,Anita,Castle Hill Avenue,(021) - 5789386
656,"Le Morte D'Arthur, vol. 1 book I-VII",Sir Thomas Malory,1485,327,PB-2023-735,2024-09-05,2023-04-26,124609,Kim,Drysdale St,(021) - 5789387
314,Twelve Steps and Twelve Traditions,Alcoholics Anonymous,1952,192,PB-2023-736,2024-09-05,2023-04-27,124610,Gwendolin,E 56 St,(021) - 5789388
1189,Mao II,Don DeLillo,1991,241,PB-2023-737,2024-09-05,2023-04-28,124611,Bethany,Hone Av,(021) - 5789389
673,Around the World in Eighty Days,Jules Verne,1873,163,PB-2023-738,2024-09-05,2023-04-29,124612,Lavinia,240 St,(021) - 5789390
574,Hitler's Willing Executioners,Daniel Johan Goldhagen,1996,466,PB-2023-739,2024-09-05,2023-04-30,124613,Jordana,W 31 St,(021) - 5789391
464,The Enlightenment - The Science of Freedom,Peter Gay,1969,568,PB-2023-740,2024-09-05,2023-09-14,124614,Ardath,60 Pl,(021) - 5789392
376,A Feast of Snakes,Harry Crews,1976,177,PB-2023-741,2024-09-05,2023-09-14,124615,Elga,Boston Rd,(021) - 5789393
58,Émile,Jean-Jacques Rousseau,1760,568,PB-2023-742,2024-09-05,2023-09-14,124616,Lela,37 Av,(021) - 5789394
582,Narcissus and Goldmund,Hermann Hesse,1930,312,PB-2023-743,2024-09-05,2023-09-14,124617,Analiese,Rockaway Boulevard,(021) - 5789395
49,Classical Literary Criticism,"Aristotle, Horace",1954,80,PB-2023-744,2024-09-05,2023-09-14,124618,Arabelle,Holden Blvd,(021) - 5789396
1195,"Fiesta, The Sun Also Rises",Ernest Hemingway,1927,206,PB-2023-745,2024-09-05,2023-09-14,124619,Gwenore,Crotona Av,(021) - 5789397
193,Cut of America,Keith B. Richburg,1997,254,PB-2023-746,2024-09-05,2023-09-14,124620,Marrilee,Marine Way,(021) - 5789398
1083,The Shame of the Cities,Lincoln Steffens,1904,222,PB-2023-747,2024-09-05,2023-09-14,124621,Aliza,178 Pl,(021) - 5789399
1292,Les Liaisons Dangereuses,Choderlos DeLaclos,1782,412,PB-2023-748,2024-09-05,2023-09-14,124622,Cati,Suffolk Av,(021) - 5789400
1221,A Civil Action,Jonathan Harr,1995,496,PB-2023-749,2024-09-05,2023-09-14,124623,Flossi,Livingston Avenue,(021) - 5789401
220,To Kill a Mockingbird,Harper Lee,1960,281,PB-2023-750,2024-09-05,2023-09-14,124624,Gabriell,White Plains Road,(021) - 5789402
895,Great Books,David Denby,1996,463,PB-2023-751,2024-09-05,2023-09-14,124625,Lindsey,Slater Blvd,(021) - 5789403
499,Lake Wobegon Days,Garrison Keillor,1985,341,PB-2023-752,2024-09-05,2023-09-14,124626,Joete,Merrick Blvd,(021) - 5789404
748,Paul McCartney - Many Years from Now,Barry Miles,1997,617,PB-2023-753,2024-09-05,2023-09-14,124627,Annabella,Marmion Av,(021) - 5789405
349,Satires and Epistles,Horace,1755,179,PB-2023-754,2024-09-05,2023-09-14,124628,Dolli,Roosevelt Avenue,(021) - 5789406
1307,The Shipping News,E. Annie Proulx,1993,337,PB-2023-755,2024-09-05,2023-09-14,124629,Erminie,37 Av,(021) - 5789407
147,The Closing of the American Mind,Allan Bloom,1987,382,PB-2023-756,2024-09-05,2023-09-14,124630,Chelsea,Arthur Av,(021) - 5789408
703,The Prince,Niccolò Machiavelli,1514,96,PB-2023-757,2024-09-05,2023-09-14,124631,Jean,87 St,(021) - 5789409
829,Democracy in America,Alexis De Tocqueville,1835,317,PB-2023-758,2024-09-05,2023-09-14,124632,Glenna,Cypress Hills Street,(021) - 5789410
806,Angela's Ashes,Frank McCourt,1996,426,PB-2023-759,2024-09-05,2023-09-14,124633,Lelia,24 St,(021) - 5789411
271,my old sweetheart,Susanna Moore,1982,211,PB-2023-760,2024-09-05,2023-09-14,124634,Amalee,La Fontaine Avenue,(021) - 5789412
224,Culture of Complaint,Robert Hughes,1993,204,PB-2023-761,2024-09-05,2023-09-14,124635,Adella,123 St,(021) - 5789413
1320,Perfume,Patrick Suskind,1985,263,PB-2023-762,2024-09-05,2023-09-14,124636,Louisette,Zerega Av,(021) - 5789414
526,Simon and Garfunkel - The Definitive Biography,Victoria Kingston,1996,287,PB-2023-763,2024-09-05,2023-09-14,124637,Anatola,Crotona Av,(021) - 5789415
465,The Second Treatise of Government,John Locke,1690,155,PB-2023-764,2024-09-05,2023-09-14,124638,Lurlene,178 Pl,(021) - 5789416
227,Phaedrus,Plato,1886,48,PB-2023-765,2024-09-05,2023-09-14,124639,Frannie,Marine Way,(021) - 5789417
540,Barnaby Rudge,Charles Dickens,1841,766,PB-2023-766,2024-09-05,2023-09-14,124640,Imogene,Douglaston Parkway,(021) - 5789418
595,Zuckerman Unbound,Philip Roth,1981,156,PB-2023-767,2024-09-05,2023-09-14,124641,Fidelia,Nome Av,(021) - 5789419
766,A Twist in the Tale - 4 short stories,Jeffrey Archer,1988,113,PB-2023-768,2024-09-05,2023-09-14,124642,Flora,Mace Av,(021) - 5789420
359,Tudor England,S.T. Bindoff,1950,309,PB-2023-769,2024-09-05,2023-09-14,124643,Lissa,Cooper Av,(021) - 5789421
96,Appointment in Samarra,John O'Hara,2050,-1,PB-2023-770,2024-09-05,2023-09-14,124644,Lettie,64 Ln,(021) - 5789422
449,Invisible Man,Ralph Ellison,1952,469,PB-2023-771,2024-09-05,2023-09-14,124645,Cal,W 32 St,(021) - 5789423
1229,The Matisse Stories,A.S. Byatt,1993,128,PB-2023-772,2024-09-05,2023-09-14,124646,Kimmi,Tratman Av,(021) - 5789424
528,The Decameron,Giovanni Boccaccio,1350,296,PB-2023-773,2024-09-05,2023-09-14,124647,Irita,175 St,(021) - 5789425
341,Representations of the Intellectual,Edward W. Said,1993,132,PB-2023-774,2024-09-05,2023-09-14,124648,Kassia,1 Av,(021) - 5789426
